tipo_do_animal;raca;idade;genero;peso;duracao;perda_de_apetite;vomito;diarreia;tosse;dificuldade_para_respirar;dificuldade_para_locomover;problemas_na_pele;secrecao_nasal;secrecao_ocular;batimento_cardiaco;agitacao;andar_em_circulos;aumento_apetite;cera_excessiva_nas_orelhas;coceira;desidratacao;desmaio;dificuldade_para_urinar;dor;espamos_musculares;espirros;febre;fraqueza;inchaco;lambedura;letargia;lingua_azulada;perda_de_pelos;perda_de_peso;ranger_de_dentes;ronco;salivacao;suor_alterado;classe_doenca
gato;sem_raca_definida_(srd);8;0;6;14;0;0;0;0;0;0;1;0;0;152;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_rex;1;0;3.0;2;1;0;0;0;0;0;0;1;0;160;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
ovelha;southdown;6;0;80;5;1;0;0;1;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;1.9;3;1;0;0;0;0;0;0;1;0;153;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.6;3;1;0;0;0;0;0;0;1;0;140;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
porco;berkshire;4;0;120;5;1;0;0;1;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
cabra;boer;5;1;85;5;0;1;1;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
cabra;boer;5;1;85;5;0;1;1;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;2.2;3;1;0;0;0;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;english_lop;3;1;2;4;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;2.2;3;1;0;0;0;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
coelho;mini_rex;1;0;3.0;2;1;0;0;0;0;0;0;1;0;160;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;tamworth;4;0;150;5;1;0;0;1;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
coelho;english_lop;3;1;2;4;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
coelho;english_lop;3;1;2;4;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
coelho;english_lop;3;1;2;4;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;berkshire;4;0;120;5;1;0;0;1;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;1;3;1;0;0;0;0;0;0;1;0;158;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;2.2;3;1;0;0;0;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;berkshire;4;0;120;5;1;0;0;1;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.6;3;1;0;0;0;0;0;0;1;0;140;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);8;0;6;14;0;0;0;0;0;0;1;0;0;152;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;southdown;6;0;80;5;1;0;0;1;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;1;3;1;0;0;0;0;0;0;1;0;158;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;2.2;3;1;0;0;0;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;1;3;1;0;0;0;0;0;0;1;0;158;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cabra;boer;5;1;85;5;0;1;1;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_rex;1;0;3.0;2;1;0;0;0;0;0;0;1;0;160;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.6;3;1;0;0;0;0;0;0;1;0;140;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
coelho;mini_rex;1;0;3.0;2;1;0;0;0;0;0;0;1;0;160;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;1;3;1;0;0;0;0;0;0;1;0;158;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
porco;tamworth;4;0;150;5;1;0;0;1;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;sem_raca_definida_(srd);7;1;5.2;10;0;0;0;0;0;0;1;0;0;145;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;english_lop;3;1;2;4;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
porco;pietrain;4;0;130;6;1;0;0;1;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;1.9;3;1;0;0;0;0;0;0;1;0;153;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;2.1;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;mini_lop;1;0;2.4;2;1;0;0;0;0;0;0;1;0;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
coelho;angora_ingles;2;1;2.2;3;1;0;0;0;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;ragdoll;3;1;5;10;1;1;0;0;0;0;1;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
cachorro;pastor_alemao;3;0;30;7;0;0;0;0;0;1;1;0;0;110;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
ovelha;dorper;4;1;95;6;1;0;0;1;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;cutanea
gato;persa;5;1;3.8;14;1;0;0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;cutanea
vaca;hereford;7;0;580;6;1;0;0;1;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;abissinio;2;0;6;4;1;0;0;1;0;0;0;1;0;140;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;6;0;500;5;1;0;0;1;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;abissinio;5;0;3.1;3;1;1;1;0;0;0;0;0;0;142;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;gastrointestinal
vaca;jersey;3;1;620;8;1;0;1;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
gato;maine_coon;2;1;6;4;1;1;1;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;gastrointestinal
